A,B,C,D,E,Y
0.420470995,0.88286216,0.270376983,0.78418315,0.086993019,2.194024765
0.162670319,0.172208683,0.919663442,0.221621177,0.941466892,0.120175315
0.414819679,0.614234945,0.410995522,0.156169416,0.996756059,0.970519423
0.864116846,0.397247652,0.19216442,0.593669211,0.296285829,1.916598861
0.956792972,0.55077903,0.276488203,0.629303658,0.208010149,2.308489796
0.654422346,0.46929809,0.090486084,0.536427554,0.088573128,1.929276641
0.023741505,0.858838232,0.987417363,0.106542919,0.336639359,0.29274826
0.587568678,0.311821461,0.587140097,0.793890639,0.311081409,1.712280409
0.082441906,0.505781323,0.136619699,0.565842378,0.58801303,0.665924362
0.956361325,0.712299485,0.553328512,0.653806769,0.484793512,2.288685531
0.3240467,0.126781221,0.217535254,0.100328738,0.909096141,0.639636209
0.976285749,0.458988511,0.16282903,0.615361371,0.073589027,2.325385349
0.373486735,0.487579504,0.968628793,0.626605858,0.221658777,1.063841016
0.254703138,0.482790789,0.105277212,0.938338548,0.565921296,1.623343081
0.457821807,0.555785372,0.500184924,0.424806162,0.214479775,1.541985075
0.497461597,0.99616759,0.958224752,0.985616896,0.701991301,2.223941369
0.215395188,0.809595964,0.875069988,0.799445293,0.652369034,0.954406569
0.438988459,0.627572639,0.514295609,0.291740868,0.542967105,1.268201
0.313233552,0.909115252,0.62374323,0.594735772,0.868144816,1.064078832
0.75605426,0.496818161,0.831655708,0.492637623,0.667964087,1.343092795
0.275174769,0.517593539,0.525219032,0.303113487,0.880272719,0.714129348
0.813790667,0.996066593,0.960234762,0.649193577,0.901911659,1.970421321
0.379899807,0.723185225,0.851035312,0.394278912,0.302170755,1.229490337
0.580127564,0.612121714,0.940417894,0.537718135,0.358011585,1.346197332
0.409236352,0.928158374,0.231321554,0.633906259,0.551646299,1.605822508
0.16075967,0.602968133,0.118339699,0.241019463,0.912931743,0.57070896
0.282445155,0.098091006,0.167051053,0.789495954,0.826689713,0.935070322
0.785493409,0.468456492,0.761727062,0.969875265,0.699273692,2.220342495
0.379323761,0.40551331,0.1393363,0.73158562,0.465943101,1.329929699
0.679680884,0.777938417,0.860594791,0.384497771,0.998970968,1.353619428
0.966829465,0.033832286,0.777586915,0.113349239,0.260888081,1.419011391
0.652621192,0.966776344,0.594345693,0.771269496,0.325843053,2.493182307
0.37771232,0.237941889,0.211925175,0.429659792,0.276902026,1.21146541
0.697077541,0.779612362,0.742532591,0.785335312,0.232678318,2.321893366
0.752609225,0.869916432,0.599609264,0.595010369,0.979897937,1.889046191
0.896103536,0.093115322,0.625583358,0.908613022,0.510102111,1.930764986
0.122994968,0.284556197,0.832773312,0.545426328,0.745631201,0.347810731
0.795401408,0.176044973,0.422925775,0.709534968,0.751336042,1.379545104
0.988843298,0.964281727,0.464997693,0.290236,0.179987485,2.991854411
0.15147104,0.365480225,0.376326796,0.698048414,0.710167742,0.762413671
0.159688126,0.764767417,0.217735722,0.649666076,0.151382006,1.306004406
0.959156109,0.206973232,0.580467462,0.717614324,0.826727039,1.462331299
0.19165576,0.229193692,0.83343872,0.715305927,0.696350093,0.593067772
0.59122781,0.693254773,0.715430342,0.603005263,0.379355545,1.704305484
0.025393244,0.47747176,0.719926989,0.254003108,0.607710776,0.368138158
0.060586008,0.350268714,0.584200191,0.894765631,0.97634967,0.850305742
0.400273063,0.040882834,0.423308565,0.745864582,0.395008015,1.245083665
0.482673529,0.065148378,0.827627252,0.842253882,0.190406443,1.505548785
0.471322299,0.522483734,0.522848412,0.90217205,0.299456187,2.035350304
0.483553627,0.998522037,0.870040516,0.683707426,0.713581546,1.525341936
0.846509063,0.605697208,0.432578849,0.543434965,0.453684456,1.977528901
0.001587584,0.946150348,0.259583786,0.830224818,0.563751445,0.885502114
0.501441668,0.541791681,0.459765266,0.754329474,0.99527072,1.288721165
0.146618741,0.855215597,0.133445819,0.798769187,0.101679874,1.567273325
0.737099749,0.230552306,0.668900949,0.338806635,0.648809661,1.181585883
0.179478748,0.366248266,0.079111736,0.785774422,0.506594755,1.089733566
0.158397446,0.305909866,0.391266532,0.174049462,0.44213715,0.787233317
0.103284654,0.360394612,0.306865152,0.056846017,0.564944628,0.631769497
0.277227204,0.288186321,0.487979739,0.248467034,0.047808299,1.290060982
0.002161507,0.087592613,0.66083548,0.996672788,0.252975458,1.644270901
0.983692676,0.369216894,0.246072343,0.173892597,0.177702219,2.026837187
0.412533547,0.550129137,0.702765923,0.005508714,0.848871801,0.885026284
0.339900694,0.743364196,0.511136483,0.119805569,0.860407861,0.970748063
0.329207133,0.022435397,0.416274276,0.084313854,0.590086683,0.785698145
0.395699797,0.954041415,0.309211646,0.290096404,0.675969551,1.409302521
0.364164715,0.002813104,0.616141062,0.968873724,0.356910941,1.797244105
0.283501468,0.854986831,0.812094837,0.467848615,0.785672163,0.814479498
0.430892554,0.541671115,0.986669736,0.494417561,0.787624016,0.652821685
0.270273365,0.200408978,0.014952568,0.395358989,0.89644431,0.621339113
0.201169696,0.148021973,0.049784207,0.210323114,0.296110734,0.944352934
0.684822486,0.161440126,0.13461561,0.196508857,0.013156882,1.730329799
0.163907139,0.796410229,0.187875147,0.233556452,0.89474832,0.648190581
0.729862007,0.916798006,0.138324927,0.838182804,0.008413022,3.072874752
0.356847333,0.078493234,0.495134292,0.957193886,0.657812416,1.574564758
0.522129846,0.111698663,0.714950821,0.529450318,0.524294133,0.990440807
0.252771309,0.732852267,0.313313346,0.369000704,0.056796111,1.465727198
0.484612305,0.235441888,0.897355703,0.50052184,0.283204246,1.038015923
0.544106665,0.877038077,0.214561487,0.305257407,0.501001665,1.783007226
0.70193593,0.182339997,0.51663796,0.362743627,0.410153385,1.357117772
0.167438702,0.06842796,0.992289586,0.451195362,0.644410808,0.18242875
0.477333618,0.132160591,0.364364872,0.73076414,0.068907826,1.655119157
0.1937198,0.853272754,0.624303071,0.207377863,0.212861837,1.167564784
0.847396476,0.13484084,0.495570265,0.014220277,0.669919766,1.242828951
0.101193911,0.760797666,0.485578111,0.131835115,0.925455856,0.4600864
0.652466982,0.798425379,0.910591867,0.63959042,0.140991517,1.991556638
0.544148323,0.264358336,0.910400067,0.549229076,0.10058189,1.299812411
0.4113772,0.807849918,0.373229605,0.766549106,0.757046151,1.512591569
0.456783168,0.345147176,0.174416119,0.050169338,0.214337288,1.411292075
0.385654839,0.148886619,0.436681873,0.435069348,0.064171306,1.369934364
0.040581764,0.341103635,0.742350215,0.573864282,0.611755416,0.425895071
0.084285172,0.761548059,0.061625157,0.791090388,0.000454275,1.489664113
0.220647893,0.648891622,0.46741346,0.38385028,0.426578942,1.00087827
0.142818088,0.840954617,0.765625636,0.198972683,0.351049559,0.826074824
0.15272419,0.873331938,0.333488723,0.32735976,0.036456955,1.325476146
0.834296414,0.418856811,0.036522582,0.703554031,0.29761492,2.009468425
0.674301623,0.298260915,0.188300562,0.069342735,0.368410339,1.488095152
0.974230606,0.660375543,0.798231219,0.450231892,0.614963291,1.87586637
0.516063684,0.871438301,0.536823743,0.423445631,0.494051467,1.694491799
0.436484231,0.596874513,0.57528045,0.900967262,0.100783997,2.206868352
0.869366629,0.103452479,0.56329425,0.615649267,0.429802307,1.480551175
0.414280528,0.215210083,0.484525626,0.034071629,0.810053053,0.802137771
0.401951899,0.406926995,0.069459756,0.052060008,0.917978318,0.862730759
0.782972417,0.655912707,0.35653752,0.157127583,0.751902999,1.714959352
0.136337897,0.606542891,0.165236182,0.695229876,0.31507584,1.106281204
0.42359862,0.462855572,0.832923225,0.699640982,0.44703977,1.170008836
0.565003787,0.149862234,0.941534053,0.345272017,0.417667687,0.864064058
0.084744552,0.47367695,0.002648104,0.519288026,0.941120954,0.437951419
0.812816883,0.058757779,0.701822533,0.632430894,0.554098694,1.24889153
0.816723103,0.058082213,0.392751748,0.903140448,0.484897984,1.91132965
0.821680336,0.936461119,0.003148212,0.002851731,0.539828524,2.375171156
0.527254312,0.209960563,0.42383289,0.977992739,0.695233686,1.897992857
0.061522805,0.410839362,0.49447771,0.324363504,0.732575848,0.441931321
